word	position	sentence_id	is_last_word
La	1	1	0
quatrième	2	1	0
planète	3	1	0
était	4	1	0
celle	5	1	0
du	6	1	0
businessman	7	1	1
Cet	1	2	0
homme	2	2	0
était	3	2	0
si	4	2	0
occupé	5	2	0
qu	6	2	0
il	7	2	0
ne	8	2	0
leva	9	2	0
même	10	2	0
pas	11	2	0
la	12	2	0
tête	13	2	0
à	14	2	0
l	15	2	0
arrivée	16	2	0
du	17	2	0
petit	18	2	0
prince	19	2	1
bonjour	1	3	0
lui	2	3	0
dit	3	3	0
celui	4	3	0
ci	5	3	1
Votre	1	4	0
cigarette	2	4	0
est	3	4	0
éteinte	4	4	1
trois	1	5	0
et	2	5	0
deux	3	5	0
font	4	5	0
cinq	5	5	1
Cinq	1	6	0
et	2	6	0
sept	3	6	0
douze	4	6	1
Douze	1	7	0
et	2	7	0
trois	3	7	0
quinze	4	7	1
Bonjour	1	8	1
Quinze	1	9	0
et	2	9	0
sept	3	9	0
vingt	4	9	0
deux	5	9	1
Vingt	1	10	0
deux	2	10	0
et	3	10	0
six	4	10	0
vingt	5	10	0
huit	6	10	1
Pas	1	11	0
le	2	11	0
temps	3	11	0
de	4	11	0
la	5	11	0
rallumer	6	11	1
Vingt	1	12	0
six	2	12	0
et	3	12	0
cinq	4	12	0
trente	5	12	0
et	6	12	0
un	7	12	1
Ouf	1	13	1
Ça	1	14	0
fait	2	14	0
donc	3	14	0
cinq	4	14	0
cent	5	14	0
un	6	14	0
millions	7	14	0
six	8	14	0
cent	9	14	0
vingt	10	14	0
deux	11	14	0
mille	12	14	0
sept	13	14	0
cent	14	14	0
trente	15	14	0
et	16	14	0
un	17	14	1
cinq	1	15	0
cents	2	15	0
millions	3	15	0
de	4	15	0
quoi	5	15	1
hein	1	16	1
Tu	1	17	0
es	2	17	0
toujours	3	17	0
là	4	17	1
Cinq	1	18	0
cent	2	18	0
un	3	18	0
millions	4	18	0
de	5	18	1
Je	1	19	0
ne	2	19	0
sais	3	19	0
plus	4	19	1
J	1	20	0
ai	2	20	0
tellement	3	20	0
de	4	20	0
travail	5	20	1
Je	1	21	0
suis	2	21	0
sérieux	3	21	0
moi	4	21	0
je	5	21	0
