word	onset	duration	trial_type
Mais	0.7	0.25	{'kind': 'word', 'word': 'Mais'}
il	1.0	0.25	{'kind': 'word', 'word': 'il'}
arriva	1.3	0.25	{'kind': 'word', 'word': 'arriva'}
que	1.6	0.25	{'kind': 'word', 'word': 'que'}
le	1.9	0.25	{'kind': 'word', 'word': 'le'}
petit	2.2	0.25	{'kind': 'word', 'word': 'petit'}
prince,	2.5	0.25	{'kind': 'word', 'word': 'prince'}
ayant	2.8000000000000007	0.25	{'kind': 'word', 'word': 'ayant'}
longtemps	3.1000000000000005	0.25	{'kind': 'word', 'word': 'longtemps'}
marché	3.4000000000000004	0.25	{'kind': 'word', 'word': 'marché'}
à	3.7	0.25	{'kind': 'word', 'word': 'à'}
travers	4.000000000000001	0.25	{'kind': 'word', 'word': 'travers'}
les	4.300000000000001	0.25	{'kind': 'word', 'word': 'les'}
sables,	4.6000000000000005	0.25	{'kind': 'word', 'word': 'sables'}
les	4.900000000000001	0.25	{'kind': 'word', 'word': 'les'}
rocs	5.200000000000001	0.25	{'kind': 'word', 'word': 'rocs'}
et	5.500000000000001	0.25	{'kind': 'word', 'word': 'et'}
les	5.800000000000001	0.25	{'kind': 'word', 'word': 'les'}
neiges,	6.1000000000000005	0.25	{'kind': 'word', 'word': 'neiges'}
découvrit	6.400000000000001	0.25	{'kind': 'word', 'word': 'découvrit'}
enfin	6.700000000000001	0.25	{'kind': 'word', 'word': 'enfin'}
une	7.000000000000001	0.25	{'kind': 'word', 'word': 'une'}
route.	7.300000000000002	0.25	{'kind': 'word', 'word': 'route'}
Et	8.100000000000001	0.25	{'kind': 'word', 'word': 'Et'}
les	8.400000000000002	0.25	{'kind': 'word', 'word': 'les'}
routes	8.700000000000001	0.25	{'kind': 'word', 'word': 'routes'}
vont	9.0	0.25	{'kind': 'word', 'word': 'vont'}
toutes	9.3	0.25	{'kind': 'word', 'word': 'toutes'}
chez	9.6	0.25	{'kind': 'word', 'word': 'chez'}
les	9.9	0.25	{'kind': 'word', 'word': 'les'}
hommes.	10.2	0.25	{'kind': 'word', 'word': 'hommes'}
«bonjour»,	11.0	0.25	{'kind': 'word', 'word': '«bonjour»'}
dit-il.	11.3	0.25	{'kind': 'word', 'word': 'ditil'}
C'était	12.1	0.25	{'kind': 'word', 'word': 'Cétait'}
un	12.4	0.25	{'kind': 'word', 'word': 'un'}
jardin	12.7	0.25	{'kind': 'word', 'word': 'jardin'}
fleuri	13.0	0.25	{'kind': 'word', 'word': 'fleuri'}
de	13.3	0.25	{'kind': 'word', 'word': 'de'}
roses.	13.6	0.25	{'kind': 'word', 'word': 'roses'}
«bonjour»,	14.4	0.25	{'kind': 'word', 'word': '«bonjour»'}
dirent	14.7	0.25	{'kind': 'word', 'word': 'dirent'}
les	15.000000000000002	0.25	{'kind': 'word', 'word': 'les'}
roses.	15.3	0.25	{'kind': 'word', 'word': 'roses'}
Le	16.1	0.25	{'kind': 'word', 'word': 'Le'}
petit	16.400000000000002	0.25	{'kind': 'word', 'word': 'petit'}
prince	16.700000000000003	0.25	{'kind': 'word', 'word': 'prince'}
les	17.0	0.25	{'kind': 'word', 'word': 'les'}
regarda.	17.3	0.25	{'kind': 'word', 'word': 'regarda'}
Elles	18.1	0.25	{'kind': 'word', 'word': 'Elles'}
ressemblaient	18.4	0.25	{'kind': 'word', 'word': 'ressemblaient'}
toutes	18.700000000000003	0.25	{'kind': 'word', 'word': 'toutes'}
à	19.000000000000004	0.25	{'kind': 'word', 'word': 'à'}
sa	19.3	0.25	{'kind': 'word', 'word': 'sa'}
fleur.	19.6	0.25	{'kind': 'word', 'word': 'fleur'}
«qui	20.4	0.25	{'kind': 'word', 'word': '«qui'}
êtes-vous?	20.700000000000003	0.25	{'kind': 'word', 'word': 'êtesvous'}
Leur	21.500000000000004	0.25	{'kind': 'word', 'word': 'Leur'}
demanda-t-il,	21.8	0.25	{'kind': 'word', 'word': 'demandatil'}
stupéfait.	22.1	0.25	{'kind': 'word', 'word': 'stupéfait'}
Nous	22.9	0.25	{'kind': 'word', 'word': 'Nous'}
sommes	23.200000000000003	0.25	{'kind': 'word', 'word': 'sommes'}
des	23.500000000000004	0.25	{'kind': 'word', 'word': 'des'}
roses,	23.8	0.25	{'kind': 'word', 'word': 'roses'}
dirent	24.1	0.25	{'kind': 'word', 'word': 'dirent'}
les	24.4	0.25	{'kind': 'word', 'word': 'les'}
roses.	24.700000000000003	0.25	{'kind': 'word', 'word': 'roses'}
Ah!»	25.500000000000004	0.25	{'kind': 'word', 'word': 'Ah»'}
Fit	26.3	0.25	{'kind': 'word', 'word': 'Fit'}
le	26.6	0.25	{'kind': 'word', 'word': 'le'}
petit	26.9	0.25	{'kind': 'word', 'word': 'petit'}
prince...	27.200000000000003	0.25	{'kind': 'word', 'word': 'prince'}
Et	28.000000000000004	0.25	{'kind': 'word', 'word': 'Et'}
il	28.3	0.25	{'kind': 'word', 'word': 'il'}
se	28.6	0.25	{'kind': 'word', 'word': 'se'}
sentit	28.9	0.25	{'kind': 'word', 'word': 'sentit'}
très	29.200000000000003	0.25	{'kind': 'word', 'word': 'très'}
malheureux.	29.500000000000004	0.25	{'kind': 'word', 'word': 'malheureux'}
Sa	30.300000000000004	0.25	{'kind': 'word', 'word': 'Sa'}
fleur	30.6	0.25	{'kind': 'word', 'word': 'fleur'}
lui	30.9	0.25	{'kind': 'word', 'word': 'lui'}
avait	31.200000000000003	0.25	{'kind': 'word', 'word': 'avait'}
raconté	31.500000000000004	0.25	{'kind': 'word', 'word': 'raconté'}
qu'elle	31.800000000000004	0.25	{'kind': 'word', 'word': 'quelle'}
était	32.1	0.25	{'kind': 'word', 'word': 'était'}
seule	32.400000000000006	0.25	{'kind': 'word', 'word': 'seule'}
de	32.7	0.25	{'kind': 'word', 'word': 'de'}
son	33.0	0.25	{'kind': 'word', 'word': 'son'}
espèce	33.300000000000004	0.25	{'kind': 'word', 'word': 'espèce'}
dans	33.60000000000001	0.25	{'kind': 'word', 'word': 'dans'}
l'univers.	33.900000000000006	0.25	{'kind': 'word', 'word': 'lunivers'}
Et	34.7	0.25	{'kind': 'word', 'word': 'Et'}
voici	35.0	0.25	{'kind': 'word', 'word': 'voici'}
qu'il	35.300000000000004	0.25	{'kind': 'word', 'word': 'quil'}
en	35.60000000000001	0.25	{'kind': 'word', 'word': 'en'}
était	35.900000000000006	0.25	{'kind': 'word', 'word': 'était'}
cinq	36.2	0.25	{'kind': 'word', 'word': 'cinq'}
mille,	36.5	0.25	{'kind': 'word', 'word': 'mille'}
toutes	36.8	0.25	{'kind': 'word', 'word': 'toutes'}
semblables,	37.10000000000001	0.25	{'kind': 'word', 'word': 'semblables'}
dans	37.400000000000006	0.25	{'kind': 'word', 'word': 'dans'}
un	37.7	0.25	{'kind': 'word', 'word': 'un'}
seul	38.0	0.25	{'kind': 'word', 'word': 'seul'}
jardin!	38.3	0.25	{'kind': 'word', 'word': 'jardin'}
«elle	39.10000000000001	0.25	{'kind': 'word', 'word': '«elle'}
serait	39.400000000000006	0.25	{'kind': 'word', 'word': 'serait'}
