word	onset	duration	trial_type
"""bonjour,"	0.7	0.25	{'kind': 'word', 'word': 'bonjour'}
dit	1.0	0.25	{'kind': 'word', 'word': 'dit'}
le	1.3	0.25	{'kind': 'word', 'word': 'le'}
petit	1.6	0.25	{'kind': 'word', 'word': 'petit'}
prince.	1.9	0.25	{'kind': 'word', 'word': 'prince'}
"-bonjour"","	2.7	0.25	{'kind': 'word', 'word': 'bonjour'}
dit	3.0	0.25	{'kind': 'word', 'word': 'dit'}
le	3.3000000000000007	0.25	{'kind': 'word', 'word': 'le'}
marchand.	3.6000000000000005	0.25	{'kind': 'word', 'word': 'marchand'}
C'était	4.4	0.25	{'kind': 'word', 'word': 'Cétait'}
un	4.7	0.25	{'kind': 'word', 'word': 'un'}
marchand	5.000000000000001	0.25	{'kind': 'word', 'word': 'marchand'}
de	5.300000000000001	0.25	{'kind': 'word', 'word': 'de'}
pilules	5.6000000000000005	0.25	{'kind': 'word', 'word': 'pilules'}
perfectionnées	5.900000000000001	0.25	{'kind': 'word', 'word': 'perfectionnées'}
qui	6.200000000000001	0.25	{'kind': 'word', 'word': 'qui'}
apaisent	6.500000000000001	0.25	{'kind': 'word', 'word': 'apaisent'}
la	6.800000000000001	0.25	{'kind': 'word', 'word': 'la'}
soif.	7.1000000000000005	0.25	{'kind': 'word', 'word': 'soif'}
On	7.900000000000001	0.25	{'kind': 'word', 'word': 'On'}
en	8.200000000000001	0.25	{'kind': 'word', 'word': 'en'}
avale	8.5	0.25	{'kind': 'word', 'word': 'avale'}
une	8.8	0.25	{'kind': 'word', 'word': 'une'}
par	9.1	0.25	{'kind': 'word', 'word': 'par'}
semaine	9.400000000000002	0.25	{'kind': 'word', 'word': 'semaine'}
et	9.7	0.25	{'kind': 'word', 'word': 'et'}
l'on	10.0	0.25	{'kind': 'word', 'word': 'lon'}
n'éprouve	10.3	0.25	{'kind': 'word', 'word': 'néprouve'}
plus	10.6	0.25	{'kind': 'word', 'word': 'plus'}
le	10.9	0.25	{'kind': 'word', 'word': 'le'}
besoin	11.2	0.25	{'kind': 'word', 'word': 'besoin'}
de	11.5	0.25	{'kind': 'word', 'word': 'de'}
boire.	11.8	0.25	{'kind': 'word', 'word': 'boire'}
