word	onset	duration	trial_type
La	0.7	0.3	{'kind': 'word', 'word': 'La'}
quatrième	1.0499999999999998	0.3	{'kind': 'word', 'word': 'quatrième'}
planète	1.3999999999999997	0.3	{'kind': 'word', 'word': 'planète'}
était	1.7499999999999996	0.3	{'kind': 'word', 'word': 'était'}
celle	2.1	0.3	{'kind': 'word', 'word': 'celle'}
du	2.4499999999999997	0.3	{'kind': 'word', 'word': 'du'}
businessman.	2.799999999999999	0.3	{'kind': 'word', 'word': 'businessman'}
Cet	3.1499999999999995	0.3	{'kind': 'word', 'word': 'Cet'}
homme	3.499999999999999	0.3	{'kind': 'word', 'word': 'homme'}
était	3.849999999999999	0.3	{'kind': 'word', 'word': 'était'}
si	4.199999999999998	0.3	{'kind': 'word', 'word': 'si'}
occupé	4.549999999999999	0.3	{'kind': 'word', 'word': 'occupé'}
qu'il	4.899999999999999	0.3	{'kind': 'word', 'word': 'quil'}
ne	5.249999999999998	0.3	{'kind': 'word', 'word': 'ne'}
leva	5.599999999999999	0.3	{'kind': 'word', 'word': 'leva'}
même	5.949999999999998	0.3	{'kind': 'word', 'word': 'même'}
pas	6.299999999999998	0.3	{'kind': 'word', 'word': 'pas'}
la	6.649999999999998	0.3	{'kind': 'word', 'word': 'la'}
tête	6.999999999999997	0.3	{'kind': 'word', 'word': 'tête'}
à	7.349999999999998	0.3	{'kind': 'word', 'word': 'à'}
l'arrivée	7.699999999999997	0.3	{'kind': 'word', 'word': 'larrivée'}
du	8.049999999999997	0.3	{'kind': 'word', 'word': 'du'}
petit	8.399999999999997	0.3	{'kind': 'word', 'word': 'petit'}
prince.	8.749999999999996	0.3	{'kind': 'word', 'word': 'prince'}
"""bonjour,"	9.099999999999996	0.3	{'kind': 'word', 'word': 'bonjour'}
lui	9.449999999999996	0.3	{'kind': 'word', 'word': 'lui'}
dit	9.799999999999995	0.3	{'kind': 'word', 'word': 'dit'}
celui-ci.	10.149999999999997	0.3	{'kind': 'word', 'word': 'celuici'}
Votre	10.499999999999996	0.3	{'kind': 'word', 'word': 'Votre'}
cigarette	10.849999999999996	0.3	{'kind': 'word', 'word': 'cigarette'}
est	11.199999999999996	0.3	{'kind': 'word', 'word': 'est'}
éteinte.	11.549999999999995	0.3	{'kind': 'word', 'word': 'éteinte'}
-trois	11.899999999999997	0.3	{'kind': 'word', 'word': 'trois'}
et	12.249999999999996	0.3	{'kind': 'word', 'word': 'et'}
deux	12.599999999999994	0.3	{'kind': 'word', 'word': 'deux'}
font	12.949999999999994	0.3	{'kind': 'word', 'word': 'font'}
cinq.	13.299999999999994	0.3	{'kind': 'word', 'word': 'cinq'}
Cinq	13.649999999999997	0.3	{'kind': 'word', 'word': 'Cinq'}
et	13.999999999999996	0.3	{'kind': 'word', 'word': 'et'}
sept	14.349999999999994	0.3	{'kind': 'word', 'word': 'sept'}
douze.	14.699999999999994	0.3	{'kind': 'word', 'word': 'douze'}
Douze	15.049999999999994	0.3	{'kind': 'word', 'word': 'Douze'}
et	15.399999999999991	0.3	{'kind': 'word', 'word': 'et'}
trois	15.749999999999991	0.3	{'kind': 'word', 'word': 'trois'}
quinze.	16.099999999999994	0.3	{'kind': 'word', 'word': 'quinze'}
Bonjour.	16.449999999999996	0.3	{'kind': 'word', 'word': 'Bonjour'}
Quinze	16.799999999999994	0.3	{'kind': 'word', 'word': 'Quinze'}
et	17.14999999999999	0.3	{'kind': 'word', 'word': 'et'}
sept	17.499999999999993	0.3	{'kind': 'word', 'word': 'sept'}
vingt-deux.	17.849999999999994	0.3	{'kind': 'word', 'word': 'vingtdeux'}
Vingt-deux	18.199999999999992	0.3	{'kind': 'word', 'word': 'Vingtdeux'}
et	18.549999999999997	0.3	{'kind': 'word', 'word': 'et'}
six	18.89999999999999	0.3	{'kind': 'word', 'word': 'six'}
vingt-huit.	19.249999999999996	0.3	{'kind': 'word', 'word': 'vingthuit'}
Pas	19.59999999999999	0.3	{'kind': 'word', 'word': 'Pas'}
le	19.949999999999992	0.3	{'kind': 'word', 'word': 'le'}
temps	20.299999999999997	0.3	{'kind': 'word', 'word': 'temps'}
de	20.64999999999999	0.3	{'kind': 'word', 'word': 'de'}
la	20.999999999999996	0.3	{'kind': 'word', 'word': 'la'}
rallumer.	21.34999999999999	0.3	{'kind': 'word', 'word': 'rallumer'}
Vingt-six	21.699999999999992	0.3	{'kind': 'word', 'word': 'Vingtsix'}
et	22.04999999999999	0.3	{'kind': 'word', 'word': 'et'}
cinq	22.39999999999999	0.3	{'kind': 'word', 'word': 'cinq'}
trente	22.74999999999999	0.3	{'kind': 'word', 'word': 'trente'}
et	23.09999999999999	0.3	{'kind': 'word', 'word': 'et'}
un.	23.449999999999992	0.3	{'kind': 'word', 'word': 'un'}
Ouf!	23.79999999999999	0.3	{'kind': 'word', 'word': 'Ouf'}
Ça	24.14999999999999	0.3	{'kind': 'word', 'word': 'Ça'}
