word	onset	duration	trial_type
Lorsque	0.7	0.3	{'kind': 'word', 'word': 'Lorsque'}
j'avais	1.0499999999999998	0.3	{'kind': 'word', 'word': 'javais'}
six	1.3999999999999997	0.3	{'kind': 'word', 'word': 'six'}
ans,	1.7499999999999996	0.3	{'kind': 'word', 'word': 'ans'}
j'ai	2.1	0.3	{'kind': 'word', 'word': 'jai'}
vu,	2.4499999999999997	0.3	{'kind': 'word', 'word': 'vu'}
une	2.799999999999999	0.3	{'kind': 'word', 'word': 'une'}
fois,	3.1499999999999995	0.3	{'kind': 'word', 'word': 'fois'}
une	3.499999999999999	0.3	{'kind': 'word', 'word': 'une'}
magnifique	3.849999999999999	0.3	{'kind': 'word', 'word': 'magnifique'}
image,	4.199999999999998	0.3	{'kind': 'word', 'word': 'image'}
dans	4.549999999999999	0.3	{'kind': 'word', 'word': 'dans'}
un	4.899999999999999	0.3	{'kind': 'word', 'word': 'un'}
livre	5.249999999999998	0.3	{'kind': 'word', 'word': 'livre'}
sur	5.599999999999999	0.3	{'kind': 'word', 'word': 'sur'}
la	5.949999999999998	0.3	{'kind': 'word', 'word': 'la'}
forêt	6.299999999999998	0.3	{'kind': 'word', 'word': 'forêt'}
vierge	6.649999999999998	0.3	{'kind': 'word', 'word': 'vierge'}
qui	6.999999999999997	0.3	{'kind': 'word', 'word': 'qui'}
s'appelait	7.349999999999998	0.3	{'kind': 'word', 'word': 'sappelait'}
histoires	7.699999999999997	0.3	{'kind': 'word', 'word': 'histoires'}
vécues.	8.049999999999997	0.3	{'kind': 'word', 'word': 'vécues'}
Ça	8.399999999999997	0.3	{'kind': 'word', 'word': 'Ça'}
représentait	8.749999999999996	0.3	{'kind': 'word', 'word': 'représentait'}
un	9.099999999999996	0.3	{'kind': 'word', 'word': 'un'}
serpent	9.449999999999996	0.3	{'kind': 'word', 'word': 'serpent'}
boa	9.799999999999995	0.3	{'kind': 'word', 'word': 'boa'}
qui	10.149999999999997	0.3	{'kind': 'word', 'word': 'qui'}
avalait	10.499999999999996	0.3	{'kind': 'word', 'word': 'avalait'}
un	10.849999999999996	0.3	{'kind': 'word', 'word': 'un'}
fauve.	11.199999999999996	0.3	{'kind': 'word', 'word': 'fauve'}
Voilà	11.549999999999995	0.3	{'kind': 'word', 'word': 'Voilà'}
la	11.899999999999997	0.3	{'kind': 'word', 'word': 'la'}
copie	12.249999999999996	0.3	{'kind': 'word', 'word': 'copie'}
du	12.599999999999994	0.3	{'kind': 'word', 'word': 'du'}
dessin.	12.949999999999994	0.3	{'kind': 'word', 'word': 'dessin'}
On	13.299999999999994	0.3	{'kind': 'word', 'word': 'On'}
disait	13.649999999999997	0.3	{'kind': 'word', 'word': 'disait'}
dans	13.999999999999996	0.3	{'kind': 'word', 'word': 'dans'}
le	14.349999999999994	0.3	{'kind': 'word', 'word': 'le'}
livre:	14.699999999999994	0.3	{'kind': 'word', 'word': 'livre'}
"""les"	15.049999999999994	0.3	{'kind': 'word', 'word': 'les'}
serpents	15.399999999999991	0.3	{'kind': 'word', 'word': 'serpents'}
boas	15.749999999999991	0.3	{'kind': 'word', 'word': 'boas'}
avalent	16.099999999999994	0.3	{'kind': 'word', 'word': 'avalent'}
leur	16.449999999999996	0.3	{'kind': 'word', 'word': 'leur'}
proie	16.799999999999994	0.3	{'kind': 'word', 'word': 'proie'}
tout	17.14999999999999	0.3	{'kind': 'word', 'word': 'tout'}
entière,	17.499999999999993	0.3	{'kind': 'word', 'word': 'entière'}
sans	17.849999999999994	0.3	{'kind': 'word', 'word': 'sans'}
la	18.199999999999992	0.3	{'kind': 'word', 'word': 'la'}
mâcher.	18.549999999999997	0.3	{'kind': 'word', 'word': 'mâcher'}
Ensuite	18.89999999999999	0.3	{'kind': 'word', 'word': 'Ensuite'}
ils	19.249999999999996	0.3	{'kind': 'word', 'word': 'ils'}
ne	19.59999999999999	0.3	{'kind': 'word', 'word': 'ne'}
peuvent	19.949999999999992	0.3	{'kind': 'word', 'word': 'peuvent'}
plus	20.299999999999997	0.3	{'kind': 'word', 'word': 'plus'}
bouger	20.64999999999999	0.3	{'kind': 'word', 'word': 'bouger'}
et	20.999999999999996	0.3	{'kind': 'word', 'word': 'et'}
ils	21.34999999999999	0.3	{'kind': 'word', 'word': 'ils'}
dorment	21.699999999999992	0.3	{'kind': 'word', 'word': 'dorment'}
pendant	22.04999999999999	0.3	{'kind': 'word', 'word': 'pendant'}
les	22.39999999999999	0.3	{'kind': 'word', 'word': 'les'}
six	22.74999999999999	0.3	{'kind': 'word', 'word': 'six'}
mois	23.09999999999999	0.3	{'kind': 'word', 'word': 'mois'}
de	23.449999999999992	0.3	{'kind': 'word', 'word': 'de'}
leur	23.79999999999999	0.3	{'kind': 'word', 'word': 'leur'}
"digestion."""	24.14999999999999	0.3	{'kind': 'word', 'word': 'digestion'}
J'ai	24.49999999999999	0.3	{'kind': 'word', 'word': 'Jai'}
alors	24.84999999999999	0.3	{'kind': 'word', 'word': 'alors'}
beaucoup	25.19999999999999	0.3	{'kind': 'word', 'word': 'beaucoup'}
réfléchi	25.54999999999999	0.3	{'kind': 'word', 'word': 'réfléchi'}
sur	25.899999999999988	0.3	{'kind': 'word', 'word': 'sur'}
les	26.24999999999999	0.3	{'kind': 'word', 'word': 'les'}
aventures	26.59999999999999	0.3	{'kind': 'word', 'word': 'aventures'}
de	26.94999999999999	0.3	{'kind': 'word', 'word': 'de'}
la	27.29999999999999	0.3	{'kind': 'word', 'word': 'la'}
jungle	27.649999999999988	0.3	{'kind': 'word', 'word': 'jungle'}
et,	27.99999999999999	0.3	{'kind': 'word', 'word': 'et'}
à	28.349999999999987	0.3	{'kind': 'word', 'word': 'à'}
mon	28.69999999999999	0.3	{'kind': 'word', 'word': 'mon'}
tour,	29.04999999999999	0.3	{'kind': 'word', 'word': 'tour'}
j'ai	29.399999999999988	0.3	{'kind': 'word', 'word': 'jai'}
réussi,	29.74999999999999	0.3	{'kind': 'word', 'word': 'réussi'}
avec	30.099999999999987	0.3	{'kind': 'word', 'word': 'avec'}
un	30.44999999999999	0.3	{'kind': 'word', 'word': 'un'}
crayon	30.799999999999983	0.3	{'kind': 'word', 'word': 'crayon'}
de	31.149999999999988	0.3	{'kind': 'word', 'word': 'de'}
couleur,	31.49999999999999	0.3	{'kind': 'word', 'word': 'couleur'}
à	31.849999999999987	0.3	{'kind': 'word', 'word': 'à'}
tracer	32.19999999999999	0.3	{'kind': 'word', 'word': 'tracer'}
mon	32.54999999999999	0.3	{'kind': 'word', 'word': 'mon'}
premier	32.89999999999999	0.3	{'kind': 'word', 'word': 'premier'}
dessin.	33.24999999999999	0.3	{'kind': 'word', 'word': 'dessin'}
Mon	33.59999999999999	0.3	{'kind': 'word', 'word': 'Mon'}
dessin	33.94999999999999	0.3	{'kind': 'word', 'word': 'dessin'}
numéro	34.29999999999999	0.3	{'kind': 'word', 'word': 'numéro'}
1.	34.64999999999999	0.3	{'kind': 'word', 'word': '1'}
Il	34.99999999999999	0.3	{'kind': 'word', 'word': 'Il'}
était	35.34999999999999	0.3	{'kind': 'word', 'word': 'était'}
comme	35.69999999999999	0.3	{'kind': 'word', 'word': 'comme'}
