word	onset	duration	trial_type
J'avais	0.7	0.3	{'kind': 'word', 'word': 'Javais'}
ainsi	1.0499999999999998	0.3	{'kind': 'word', 'word': 'ainsi'}
appris	1.3999999999999997	0.3	{'kind': 'word', 'word': 'appris'}
une	1.7499999999999996	0.3	{'kind': 'word', 'word': 'une'}
seconde	2.1	0.3	{'kind': 'word', 'word': 'seconde'}
chose	2.4499999999999997	0.3	{'kind': 'word', 'word': 'chose'}
très	2.799999999999999	0.3	{'kind': 'word', 'word': 'très'}
importante:	3.1499999999999995	0.3	{'kind': 'word', 'word': 'importante'}
c'est	3.499999999999999	0.3	{'kind': 'word', 'word': 'cest'}
que	3.849999999999999	0.3	{'kind': 'word', 'word': 'que'}
sa	4.199999999999998	0.3	{'kind': 'word', 'word': 'sa'}
planète	4.549999999999999	0.3	{'kind': 'word', 'word': 'planète'}
d'origine	4.899999999999999	0.3	{'kind': 'word', 'word': 'dorigine'}
était	5.249999999999998	0.3	{'kind': 'word', 'word': 'était'}
à	5.599999999999999	0.3	{'kind': 'word', 'word': 'à'}
peine	5.949999999999998	0.3	{'kind': 'word', 'word': 'peine'}
plus	6.299999999999998	0.3	{'kind': 'word', 'word': 'plus'}
grande	6.649999999999998	0.3	{'kind': 'word', 'word': 'grande'}
qu'une	6.999999999999997	0.3	{'kind': 'word', 'word': 'quune'}
maison!	7.349999999999998	0.3	{'kind': 'word', 'word': 'maison'}
Ça	7.699999999999997	0.3	{'kind': 'word', 'word': 'Ça'}
ne	8.049999999999997	0.3	{'kind': 'word', 'word': 'ne'}
pouvait	8.399999999999997	0.3	{'kind': 'word', 'word': 'pouvait'}
pas	8.749999999999996	0.3	{'kind': 'word', 'word': 'pas'}
m'étonner	9.099999999999996	0.3	{'kind': 'word', 'word': 'métonner'}
beaucoup.	9.449999999999996	0.3	{'kind': 'word', 'word': 'beaucoup'}
Je	9.799999999999995	0.3	{'kind': 'word', 'word': 'Je'}
savais	10.149999999999997	0.3	{'kind': 'word', 'word': 'savais'}
bien	10.499999999999996	0.3	{'kind': 'word', 'word': 'bien'}
qu'en	10.849999999999996	0.3	{'kind': 'word', 'word': 'quen'}
dehors	11.199999999999996	0.3	{'kind': 'word', 'word': 'dehors'}
des	11.549999999999995	0.3	{'kind': 'word', 'word': 'des'}
grosses	11.899999999999997	0.3	{'kind': 'word', 'word': 'grosses'}
planètes	12.249999999999996	0.3	{'kind': 'word', 'word': 'planètes'}
comme	12.599999999999994	0.3	{'kind': 'word', 'word': 'comme'}
la	12.949999999999994	0.3	{'kind': 'word', 'word': 'la'}
terre,	13.299999999999994	0.3	{'kind': 'word', 'word': 'terre'}
jupiter,	13.649999999999997	0.3	{'kind': 'word', 'word': 'jupiter'}
mars,	13.999999999999996	0.3	{'kind': 'word', 'word': 'mars'}
vénus,	14.349999999999994	0.3	{'kind': 'word', 'word': 'vénus'}
auxquelles	14.699999999999994	0.3	{'kind': 'word', 'word': 'auxquelles'}
on	15.049999999999994	0.3	{'kind': 'word', 'word': 'on'}
a	15.399999999999991	0.3	{'kind': 'word', 'word': 'a'}
donné	15.749999999999991	0.3	{'kind': 'word', 'word': 'donné'}
des	16.099999999999994	0.3	{'kind': 'word', 'word': 'des'}
noms,	16.449999999999996	0.3	{'kind': 'word', 'word': 'noms'}
il	16.799999999999994	0.3	{'kind': 'word', 'word': 'il'}
y	17.14999999999999	0.3	{'kind': 'word', 'word': 'y'}
en	17.499999999999993	0.3	{'kind': 'word', 'word': 'en'}
a	17.849999999999994	0.3	{'kind': 'word', 'word': 'a'}
des	18.199999999999992	0.3	{'kind': 'word', 'word': 'des'}
centaines	18.549999999999997	0.3	{'kind': 'word', 'word': 'centaines'}
d'autres	18.89999999999999	0.3	{'kind': 'word', 'word': 'dautres'}
qui	19.249999999999996	0.3	{'kind': 'word', 'word': 'qui'}
sont	19.59999999999999	0.3	{'kind': 'word', 'word': 'sont'}
quelquefois	19.949999999999992	0.3	{'kind': 'word', 'word': 'quelquefois'}
si	20.299999999999997	0.3	{'kind': 'word', 'word': 'si'}
petites	20.64999999999999	0.3	{'kind': 'word', 'word': 'petites'}
qu'on	20.999999999999996	0.3	{'kind': 'word', 'word': 'quon'}
a	21.34999999999999	0.3	{'kind': 'word', 'word': 'a'}
beaucoup	21.699999999999992	0.3	{'kind': 'word', 'word': 'beaucoup'}
de	22.04999999999999	0.3	{'kind': 'word', 'word': 'de'}
